0,-0.14490351,-1.0785465,0.3917161,-0.7581568,-0.6983274,-0.4386719,-0.24328744,0.57351816,0.600495,1.0346856,-0.71365213,0.14389,-1.0577577,-0.040886045,0.5967112,0.44018897,5
1,0.656277,-0.8999703,-0.7650523,-1.4184529,-0.11567886,-0.6641181,0.34268317,0.6798547,0.13335717,1.5525689,-0.63704115,0.45036888,-0.23908606,-0.22573,0.90747595,-0.3351544,2
2,-0.09776625,0.7350388,0.07617149,1.6651932,0.22730854,-1.373668,-1.2793875,0.14235803,0.88725746,0.8775334,-1.2648195,-0.3399108,-0.9413526,1.1864542,0.10197866,1.3034377,1
3,0.50063026,0.9328652,0.22112393,-0.5371964,-0.46873087,-0.49224854,0.5582453,0.94975495,0.2501685,0.91745913,-0.41423854,0.7360066,-0.67703825,-0.47749057,1.1596165,0.028051555,2
4,0.5452692,0.5596164,0.06848788,-0.5542268,-0.5850907,-0.92501044,0.23519479,1.1247368,1.120953,0.3395078,-1.9267592,-0.2156735,0.14651525,-0.21834832,0.6750033,-0.29334664,2
5,0.5881263,0.28473294,0.94089246,0.6235733,-1.0500441,-1.435982,-0.95533603,0.5405845,0.6703092,0.7534464,-1.0404651,-0.52593917,-1.0753956,0.7918283,-1.237226,0.9391901,1
6,0.151313,-0.09042321,0.57741106,0.5275526,-1.2479483,-1.4957657,-0.8492308,0.8642839,0.8732842,1.1963314,-0.55065686,-0.75181055,-1.2348344,0.5208955,-0.5222015,0.6789261,1
7,0.05136609,-2.057774,0.1545648,-0.6481296,-0.19516279,-1.3992152,2.242118,0.66480887,1.0270189,1.3880477,-0.6340598,-0.052150577,0.20392454,-0.34283835,-0.040053546,-0.61969584,2
8,1.0824498,-1.2911891,0.32226232,-1.6939877,0.056984603,-0.11231047,1.6391778,0.18863228,0.21181943,1.0771698,-0.90868944,0.19813415,0.6752845,0.059458703,-0.29007357,0.44426566,3
9,0.16077894,-0.60346633,-1.0674968,-0.03551653,1.3582598,-0.6520108,0.061695307,-0.63308483,0.588699,1.8283029,0.028811038,0.19862875,-1.3483049,0.18533418,0.20846984,-0.3636784,2
10,1.1763794,-0.79205906,0.2511705,-0.7759876,-0.3127986,-0.45871755,-0.42979634,0.41174296,0.3804825,1.3109083,-0.03364539,-0.5568157,-0.2625723,0.08161828,-0.017540753,0.33141917,5
11,0.22061825,-0.89977175,0.80642164,-0.6782235,-0.35193843,-0.81442285,0.063329816,0.5753354,0.14265963,1.205611,-0.8867061,-0.47232068,0.09150791,0.2807239,-0.016428709,0.69089854,3
